job_id,arrival_s,service_sec,gpu_count
406934#496,1249312.0,197.0,1
406936#498,1249358.0,433.0,4
406937#499,1249449.0,113.0,1
406939#501,1249488.0,80712.0,8
406943#504,1249651.0,403.0,1
406945#506,1249718.0,8634.0,2
406946#507,1249720.0,85.0,16
406949#510,1249826.0,111.0,1
406950#511,1249842.0,206.0,1
406952#513,1249886.0,6601.0,2
406966#527,1250190.0,34.0,1
406967#528,1250263.0,141.0,1
406968#529,1250293.0,531.0,8
406973#534,1250416.0,39.0,16
406974#535,1250471.0,44.0,16
406975#536,1250497.0,36.0,2
406976#537,1250542.0,35.0,2
406977#538,1250596.0,42.0,16
406979#540,1250638.0,20.0,2
406980#541,1250682.0,20.0,2
406984#545,1250740.0,130.0,1
406987#548,1250768.0,3886.0,8
406991#552,1250954.0,598.0,8
406993#554,1251090.0,133.0,1
406994#555,1251332.0,149.0,1
407000#561,1251698.0,58.0,8
407001#562,1251743.0,136.0,1
407002#563,1251784.0,81.0,8
407006#567,1252100.0,142.0,1
407010#571,1252505.0,110.0,1
407011#572,1252641.0,111.0,8
407012#573,1252699.0,356.0,8
407016#577,1252960.0,78.0,8
407018#578,1253099.0,188.0,8
407023#582,1253363.0,303.0,1
407024#583,1253442.0,139.0,1
407025#584,1253488.0,112173.0,8
407026#585,1253551.0,37.0,1
407028#587,1253642.0,122.0,1
407029#588,1253651.0,310.0,1
407031#590,1253664.0,467.0,2
407033#592,1253669.0,349.0,2
407034#593,1253699.0,354.0,2
407035#594,1253720.0,222.0,4
407037#595,1253787.0,216.0,8
407038#596,1253815.0,137.0,1
407039#597,1253842.0,236.0,1
407041#599,1254006.0,1.0,8
407048#602,1254281.0,66.0,16
407049#603,1254307.0,80.0,16
407050#604,1254373.0,10.0,16
407053#607,1254425.0,75654.0,16
407060#613,1254826.0,33.0,8
407061#614,1254873.0,75186.0,8
407062#615,1254911.0,47212.0,4
407063#616,1254999.0,149.0,8
407066#619,1255203.0,3.0,1
407069#622,1255567.0,1303.0,1
407076#628,1256010.0,148.0,1
407079#631,1256256.0,102.0,8
407082#632,1256381.0,132.0,8
407083#633,1256510.0,10.0,2
407086#636,1256626.0,7233.0,4
407093#641,1256799.0,138.0,8
407096#644,1257013.0,1585.0,16
407103#651,1257392.0,172800.0,8
407106#654,1257699.0,14.0,4
407107#655,1257714.0,84442.0,4
407108#656,1257729.0,1.0,1
407110#658,1257780.0,1.0,1
407113#661,1257850.0,9.0,1
407118#666,1258258.0,277.0,8
407121#669,1258364.0,9.0,1
407124#672,1258473.0,52.0,1
407125#673,1258573.0,44.0,1
407128#675,1258670.0,137.0,2
407131#678,1258740.0,27.0,1
407133#680,1258845.0,49.0,1
407134#681,1258899.0,1292.0,2
407136#683,1258929.0,89.0,8
407137#684,1258984.0,1750.0,2
407139#686,1259135.0,200.0,8
407140#687,1259176.0,172800.0,8
407142#689,1259182.0,3.0,4
407146#692,1259340.0,2112.0,8
407147#693,1259362.0,69.0,8
407149#695,1259383.0,295.0,8
407153#697,1259753.0,93.0,1
407160#701,1260021.0,5795.0,8
407162#703,1260091.0,769.0,4
407164#704,1260095.0,59.0,16
407166#706,1260118.0,39.0,1
407168#708,1260456.0,154989.0,8
407170#710,1260708.0,246.0,1
407172#712,1261065.0,330.0,2
407175#714,1261471.0,195.0,8
407178#716,1261545.0,145589.0,2
407179#717,1261550.0,3356.0,8
407180#718,1261563.0,108.0,2
407181#719,1261566.0,154.0,4
407186#723,1261651.0,28.0,1
407188#725,1261703.0,28.0,1
407189#726,1261707.0,644.0,4
407194#731,1261854.0,75.0,2
407195#732,1261865.0,61.0,1
407196#733,1261908.0,2442.0,8
407197#734,1261940.0,32.0,1
407198#735,1261998.0,222.0,2
407199#736,1262022.0,58.0,4
407201#738,1262054.0,38.0,1
407205#742,1262219.0,201.0,2
407208#744,1262390.0,2549.0,1
407211#747,1262474.0,2607.0,1
407212#748,1262515.0,235.0,8
407213#749,1262787.0,108.0,8
407214#750,1262885.0,1246.0,2
407216#752,1262975.0,80.0,8
407218#754,1263126.0,28317.0,8
407219#755,1263168.0,68.0,8
407221#757,1263614.0,66.0,1
407222#758,1263692.0,1.0,1
407224#760,1263797.0,65.0,1
407226#762,1263911.0,135.0,1
407230#766,1264273.0,1.0,8
407233#769,1264430.0,69.0,8
407234#770,1264551.0,138.0,1
407237#773,1264856.0,3118.0,3
407242#778,1265124.0,21.0,1
407243#779,1265171.0,56.0,1
407245#781,1265230.0,65.0,1
407246#782,1265236.0,57.0,1
407247#783,1265273.0,231.0,1
407248#784,1265307.0,51.0,1
407249#785,1265452.0,891.0,8
407251#787,1265485.0,188.0,8
407252#788,1265496.0,2.0,8
407255#791,1265519.0,63.0,1
407265#798,1265782.0,481.0,8
407272#804,1266186.0,1021.0,8
407273#805,1266187.0,6852.0,8
407276#808,1266273.0,1940.0,8
407280#811,1266345.0,172800.0,8
407281#812,1266345.0,479.0,8
407290#819,1267142.0,15522.0,1
407291#820,1267219.0,28255.0,8
407292#821,1267262.0,955.0,8
407293#822,1267643.0,103.0,8
407294#823,1267705.0,361.0,16
407295#824,1267721.0,368.0,16
407296#825,1267736.0,44.0,16
407304#832,1268349.0,21190.0,8
407305#833,1268765.0,287.0,8
407307#835,1268975.0,45.0,16
407310#838,1269046.0,18.0,16
407313#841,1269137.0,15765.0,8
407314#842,1269239.0,164.0,1
407315#843,1269257.0,111.0,4
407316#844,1269375.0,544.0,8
407319#847,1269848.0,170.0,1
407321#849,1269973.0,140.0,1
407325#853,1270239.0,145.0,1
407326#854,1270337.0,1.0,3
407327#855,1270397.0,168.0,1
407329#857,1270412.0,47852.0,4
407336#862,1270982.0,37.0,1
407337#863,1270990.0,149.0,2
407338#864,1270996.0,162.0,1
407342#868,1271180.0,165.0,1
407347#873,1271404.0,322.0,2
407349#875,1271482.0,142.0,1
407353#879,1271680.0,30.0,1
407355#881,1271819.0,125.0,1
407358#884,1272138.0,158.0,1
407362#888,1272382.0,146.0,1
407363#889,1272459.0,188.0,1
407365#891,1272670.0,35.0,1
407369#895,1272781.0,35192.0,16
407373#899,1273014.0,68.0,8
407375#901,1273054.0,149062.0,8
407380#906,1273463.0,52.0,1
407383#909,1273752.0,316.0,8
407387#913,1274040.0,2181.0,8
407388#914,1274118.0,1257.0,2
407392#918,1274481.0,118.0,1
407393#919,1275054.0,120.0,1
407397#923,1275662.0,139.0,1
407401#927,1276043.0,239.0,4
407402#928,1276061.0,247.0,4
407403#929,1276071.0,2.0,1
407408#934,1276655.0,29405.0,8
407411#937,1277269.0,172800.0,1
407415#941,1278020.0,1198.0,2
407422#948,1278532.0,128.0,1
407423#949,1278543.0,72.0,8
407429#955,1279150.0,136.0,1
407432#958,1279656.0,1229.0,2
407434#960,1279849.0,1485.0,16
407436#962,1280277.0,114.0,4
407437#963,1280454.0,59638.0,4
407439#965,1280978.0,132497.0,8
407453#973,1281895.0,2.0,1
407455#975,1282070.0,1509.0,1
407464#982,1283345.0,9.0,1
407465#983,1283373.0,41.0,1
407470#988,1283627.0,107.0,1
407471#989,1283659.0,34.0,1
407474#992,1283986.0,128.0,1
407477#995,1284272.0,39.0,1
407479#997,1284625.0,495.0,1
407480#998,1285078.0,62.0,1
407481#999,1285225.0,105.0,1
407485#1003,1285752.0,142.0,1
407486#1004,1285768.0,82.0,1
407493#1007,1286271.0,60.0,1
407495#1009,1287308.0,64.0,1
407496#1010,1287405.0,58.0,1
407497#1011,1287499.0,59.0,1
407498#1012,1287657.0,59.0,1
407499#1013,1287758.0,62.0,1
407503#1017,1287954.0,917.0,1
407504#1018,1288068.0,49.0,1
407505#1019,1288219.0,43.0,1
407508#1022,1288573.0,57.0,1
407509#1023,1288844.0,68.0,1
407512#1025,1289308.0,70.0,1
407513#1026,1289534.0,58.0,1
407514#1027,1290304.0,63.0,1
407515#1028,1290776.0,80.0,1
407519#1032,1292900.0,72.0,1
407522#1035,1294012.0,67.0,1
407534#1047,1313131.0,265.0,8
407536#1049,1313166.0,216.0,8
407538#1051,1313479.0,48901.0,4
407541#1054,1313516.0,245.0,8
407551#1064,1314332.0,103.0,1
407552#1065,1314359.0,204.0,8
407555#1068,1314701.0,61.0,1
407556#1069,1316139.0,1637.0,8
407558#1071,1316708.0,172800.0,2
407559#1072,1316741.0,262.0,8
407565#1078,1317542.0,694.0,8
407567#1080,1317787.0,1136.0,8
407570#1083,1318257.0,76.0,4
407571#1084,1318476.0,9.0,1
407573#1086,1318562.0,103.0,4
407580#1093,1319101.0,112.0,1
407582#1095,1319316.0,140.0,1
407584#1097,1319524.0,6166.0,4
407590#1103,1320267.0,6618.0,8
407591#1104,1320270.0,541.0,8
407592#1105,1320553.0,645.0,4
407597#1110,1321103.0,29272.0,8
407598#1111,1321157.0,1786.0,8
407601#1114,1321324.0,15102.0,4
407602#1115,1321361.0,98.0,8
407603#1116,1321682.0,121.0,8
407607#1119,1322038.0,693.0,1
407608#1120,1322163.0,90.0,8
407609#1121,1322209.0,1008.0,8
407616#1124,1322781.0,399.0,1
407617#1125,1322848.0,68.0,1
407622#1129,1323041.0,67.0,1
407624#1131,1323168.0,3712.0,16
407625#1132,1323179.0,60.0,1
407627#1133,1323216.0,52.0,2
407628#1134,1323226.0,52.0,1
407630#1135,1323291.0,32.0,2
407632#1137,1323444.0,3431.0,8
407633#1138,1323687.0,18.0,1
407635#1140,1324065.0,26.0,1
407638#1143,1324120.0,22.0,1
407642#1147,1324197.0,89.0,1
407643#1148,1324218.0,31.0,1
407645#1150,1324284.0,42.0,1
407646#1151,1324305.0,40.0,1
407648#1153,1324444.0,41.0,1
407653#1157,1324662.0,4998.0,1
407655#1159,1324968.0,44.0,1
407656#1160,1325007.0,35008.0,8
407658#1162,1325352.0,26921.0,1
407660#1164,1325426.0,27569.0,8
407661#1165,1325463.0,48.0,1
407665#1169,1325707.0,26794.0,1
407666#1170,1325775.0,12.0,4
407670#1174,1326040.0,38.0,4
407672#1176,1326111.0,91.0,4
407673#1177,1326162.0,58.0,1
407676#1180,1326421.0,3.0,1
407677#1181,1326430.0,35.0,1
407679#1183,1326563.0,26822.0,1
407680#1184,1326572.0,48.0,1
407682#1186,1326893.0,883.0,16
407684#1187,1326950.0,836.0,8
407685#1188,1327274.0,798.0,4
407686#1189,1327779.0,22082.0,16
407690#1193,1328625.0,545.0,4
407693#1196,1329250.0,1128.0,4
407696#1199,1329757.0,166.0,1
407700#1203,1329923.0,28.0,2
407702#1205,1329984.0,1075.0,16
407703#1206,1330025.0,23.0,1
407704#1207,1330051.0,43.0,1
407706#1209,1330129.0,145.0,1
407709#1211,1330240.0,34.0,1
407710#1212,1330278.0,25.0,1
407712#1214,1330402.0,40225.0,4
407713#1215,1330418.0,34.0,1
407716#1218,1330671.0,142.0,1
407719#1221,1331075.0,170.0,1
407721#1223,1331197.0,971.0,16
407728#1229,1331616.0,197.0,8
407729#1230,1331830.0,48.0,8
407731#1231,1331862.0,987.0,2
407732#1232,1331878.0,18.0,2
407733#1233,1331916.0,49.0,8
407734#1234,1331965.0,29.0,2
407735#1235,1331996.0,47.0,8
407736#1236,1332043.0,94.0,1
407738#1238,1332161.0,78221.0,8
407740#1239,1332212.0,64668.0,16
407742#1241,1332717.0,35631.0,8
407745#1243,1333199.0,3567.0,8
407746#1244,1333352.0,25066.0,16
407753#1251,1334134.0,8.0,1
407754#1252,1334167.0,37.0,1
407755#1253,1334235.0,53.0,1
407764#1261,1334781.0,41.0,1
407767#1263,1334887.0,40.0,1
407771#1266,1335235.0,137.0,1
407772#1267,1335242.0,43.0,1
407774#1269,1335655.0,41.0,1
407793#1284,1336514.0,20343.0,4
407799#1290,1336844.0,31405.0,8
407800#1291,1336875.0,243.0,8
407802#1293,1336996.0,31.0,2
407805#1294,1337173.0,77.0,2
407806#1295,1337180.0,54304.0,2
407810#1299,1337365.0,19302.0,2
407812#1301,1337417.0,79.0,4
407814#1303,1337525.0,66524.0,32
407817#1305,1337670.0,203.0,4
407818#1306,1337695.0,2.0,4
407819#1307,1337967.0,632.0,8
407820#1308,1338000.0,661.0,2
407828#1314,1339401.0,565.0,8
407829#1315,1339518.0,1578.0,4
407830#1316,1339961.0,40.0,8
407833#1319,1340132.0,31.0,8
407835#1321,1340333.0,66.0,1
407836#1322,1340401.0,71.0,1
407837#1323,1340495.0,183.0,1
407839#1325,1340652.0,63.0,1
407840#1326,1340708.0,46.0,8
407841#1327,1340732.0,151.0,1
407843#1329,1340839.0,319.0,8
407845#1331,1341373.0,54.0,1
407846#1332,1341393.0,383.0,1
407848#1334,1341697.0,67.0,1
407849#1335,1341746.0,51.0,8
407850#1336,1341756.0,222.0,8
407851#1337,1341775.0,49.0,1
407853#1339,1341868.0,777.0,1
407854#1340,1341979.0,1231.0,8
407858#1341,1342267.0,315.0,2
407861#1344,1342594.0,69.0,1
407862#1345,1342623.0,51.0,2
407870#1352,1343223.0,1352.0,8
407872#1354,1343849.0,89.0,1
407873#1355,1343963.0,832.0,2
407883#1364,1345123.0,113.0,1
407884#1365,1345126.0,309.0,2
407886#1367,1345234.0,42.0,2
407887#1368,1345283.0,367.0,1
407892#1373,1345501.0,222.0,1
407894#1375,1345656.0,128.0,2
407898#1379,1345769.0,299.0,8
407899#1380,1345784.0,33.0,2
407900#1381,1345817.0,66.0,8
407901#1382,1345820.0,100.0,2
407903#1384,1345920.0,34.0,2
407905#1386,1346051.0,144.0,1
407910#1391,1346567.0,62.0,8
407915#1395,1346720.0,11.0,1
407916#1396,1346781.0,340.0,1
407917#1397,1346820.0,253.0,8
407922#1402,1347124.0,143.0,1
407925#1404,1347208.0,234.0,4
407929#1408,1347368.0,19653.0,1
407939#1417,1348909.0,53566.0,16
407940#1418,1348920.0,575.0,4
407941#1419,1348947.0,6.0,1
407942#1420,1349022.0,1338.0,16
407943#1421,1349041.0,27.0,1
407944#1422,1349085.0,332.0,1
407946#1424,1349393.0,8841.0,4
407947#1425,1349478.0,147.0,1
407948#1426,1349530.0,3070.0,4
407950#1428,1350023.0,54.0,1
407955#1433,1350265.0,36.0,1
407959#1437,1350547.0,79.0,1
407962#1440,1351542.0,48.0,1
407963#1441,1351593.0,1188.0,1
407964#1442,1351765.0,232.0,8
407965#1443,1352006.0,76.0,1
407966#1444,1352274.0,1230.0,2
407968#1446,1352505.0,1192.0,2
407971#1449,1352843.0,67037.0,4
407972#1450,1352916.0,111.0,1
407973#1451,1353178.0,89.0,1
407974#1452,1353385.0,1183.0,2
407976#1454,1353697.0,1163.0,2
407977#1455,1353946.0,190.0,1
407978#1456,1353962.0,61.0,1
407979#1457,1354120.0,163090.0,1
407980#1458,1354196.0,179.0,1
407984#1462,1354417.0,878.0,1
407985#1463,1354568.0,1208.0,2
407987#1465,1355012.0,27054.0,1
407992#1470,1355787.0,48.0,8
407996#1473,1356352.0,305.0,1
407997#1474,1356419.0,5039.0,8
408001#1477,1356721.0,307.0,1
408004#1480,1356979.0,29.0,2
408005#1481,1357030.0,150.0,1
408015#1490,1358315.0,6213.0,8
408016#1491,1358351.0,122.0,4
408017#1492,1358351.0,29274.0,8
408018#1493,1358360.0,29265.0,8
408019#1494,1358411.0,30020.0,8
408021#1496,1358522.0,93356.0,4
408022#1497,1358597.0,2.0,1
408024#1498,1359249.0,2.0,1
408025#1499,1359734.0,135.0,1
408027#1501,1359982.0,167.0,1
408031#1505,1361345.0,123.0,1
408032#1506,1361509.0,78.0,1
408034#1508,1361861.0,172800.0,1
408035#1509,1361982.0,172800.0,1
408036#1510,1362170.0,27.0,8
408040#1514,1362461.0,70.0,1
408041#1515,1362588.0,93.0,1
408042#1516,1362661.0,96.0,2
408044#1518,1362706.0,11.0,8
408045#1519,1362751.0,48.0,8
408046#1520,1362790.0,330.0,1
408048#1522,1362875.0,371.0,8
408050#1524,1362982.0,78.0,2
408052#1526,1363201.0,98.0,2
408054#1528,1363720.0,26.0,8
408057#1531,1363830.0,32.0,8
408058#1532,1363958.0,73.0,2
408059#1533,1364115.0,45132.0,32
408064#1538,1364571.0,97.0,1
408065#1539,1364607.0,448.0,1
408069#1543,1365314.0,121.0,1
408072#1546,1365414.0,361.0,1
408074#1548,1365527.0,13955.0,4
408076#1550,1365760.0,31.0,8
408077#1551,1365929.0,29.0,1
408079#1553,1366106.0,97.0,1
408080#1554,1366316.0,172800.0,2
408081#1555,1366634.0,7.0,1
408082#1556,1366643.0,80.0,1
408083#1557,1366695.0,92.0,1
408085#1559,1367261.0,1224.0,2
408087#1561,1367399.0,140.0,8
408088#1562,1367417.0,1962.0,8
408093#1567,1367996.0,896.0,8
408094#1568,1368477.0,2124.0,1
408098#1571,1368695.0,123.0,8
408100#1573,1368948.0,902.0,8
408101#1574,1369410.0,415.0,16
408102#1575,1369621.0,676.0,8
408103#1576,1369929.0,250.0,16
408108#1581,1370546.0,3026.0,8
408109#1582,1370585.0,77208.0,8
408110#1583,1370621.0,1882.0,4
408111#1584,1371004.0,1819.0,8
408112#1585,1371037.0,46261.0,8
408114#1587,1371847.0,808.0,2
408115#1588,1371997.0,632.0,8
408119#1592,1372501.0,172800.0,1
408121#1594,1372839.0,180.0,8
408122#1595,1373020.0,239.0,8
408123#1596,1373306.0,580.0,8
408125#1598,1373359.0,45190.0,16
408126#1599,1373404.0,395.0,4
408128#1601,1373572.0,2347.0,8
408131#1604,1373902.0,727.0,8
408136#1609,1374668.0,70.0,4
408137#1610,1374739.0,33.0,2
408140#1613,1375044.0,12.0,2
408141#1614,1375086.0,97.0,4
408143#1616,1375228.0,182.0,16
408148#1621,1375919.0,104.0,4
408149#1622,1375919.0,2961.0,8
408152#1625,1376292.0,4.0,1
408154#1627,1376327.0,29.0,2
408158#1631,1377049.0,96.0,1
408160#1633,1377747.0,1182.0,2
408161#1634,1377810.0,78.0,1
408162#1635,1377832.0,1119.0,2
408163#1636,1378294.0,84.0,1
408164#1637,1378638.0,74.0,1
408169#1642,1379829.0,40597.0,1
408172#1644,1380091.0,39998.0,1
408173#1645,1380148.0,40788.0,1
408176#1648,1380316.0,55319.0,1
408177#1649,1380346.0,172.0,1
408178#1650,1380368.0,40.0,1
408182#1654,1380628.0,40499.0,1
408184#1656,1380706.0,39747.0,1
408191#1657,1381171.0,35623.0,1
408196#1662,1381306.0,39239.0,1
408200#1666,1383283.0,1182.0,2
408201#1667,1383631.0,1175.0,2
408203#1669,1385114.0,11258.0,4
408213#1679,1397196.0,257.0,4
408215#1681,1397749.0,81.0,8
408216#1682,1397774.0,65.0,4
408218#1684,1398161.0,238.0,8
408220#1686,1398198.0,265.0,8
408223#1689,1399206.0,223.0,8
408225#1691,1400004.0,52459.0,16
408229#1695,1400276.0,5340.0,1
408232#1698,1402653.0,869.0,2
408233#1699,1402653.0,62172.0,16
408235#1701,1403118.0,5058.0,16
408236#1702,1403650.0,2364.0,4
408241#1707,1404699.0,172800.0,1
408246#1712,1405492.0,123.0,2
408248#1714,1405579.0,172800.0,1
408249#1715,1405646.0,662.0,2
408251#1717,1405807.0,172800.0,1
408252#1718,1405844.0,17.0,1
408254#1720,1406017.0,3696.0,4
408255#1721,1406032.0,298.0,8
408259#1725,1406481.0,38.0,1
408263#1729,1406699.0,32.0,1
408265#1731,1406809.0,172800.0,2
408266#1732,1407049.0,27.0,1
408269#1734,1407185.0,55969.0,8
408272#1737,1407312.0,25.0,1
408273#1738,1407350.0,172800.0,1
408276#1741,1407728.0,30.0,1
408277#1742,1407803.0,33.0,1
408278#1743,1407835.0,119299.0,2
408290#1755,1409432.0,42.0,1
408291#1756,1409646.0,172800.0,3
408292#1757,1409693.0,25.0,1
408294#1759,1409719.0,43.0,1
408297#1762,1409967.0,172800.0,8
408303#1768,1410570.0,14368.0,16
408304#1769,1410635.0,237.0,2
408310#1775,1411705.0,47537.0,40
408313#1778,1411791.0,692.0,4
408315#1780,1411948.0,185.0,8
408319#1784,1412488.0,6016.0,4
408321#1786,1413063.0,69.0,8
408323#1788,1413451.0,172800.0,8
408324#1789,1413787.0,172800.0,8
408326#1791,1414313.0,895.0,2
408329#1794,1415136.0,37.0,8
408330#1795,1415136.0,28.0,8
408332#1797,1415136.0,65.0,8
408341#1806,1415335.0,86.0,8
408345#1810,1415536.0,147.0,8
408346#1811,1415536.0,120.0,8
408349#1814,1415539.0,606.0,1
408354#1819,1415966.0,14295.0,1
408368#1833,1417210.0,243.0,8
408369#1834,1417236.0,488.0,8
408374#1839,1417523.0,106.0,1
408377#1841,1417579.0,726.0,8
408379#1843,1417646.0,128.0,1
408381#1845,1417700.0,425.0,8
